pct,Experiment,mixture,tax_name,tool,reads
7.03E-47,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus sp. I-P16,Centrifuge,6.87E-07
2.96E-49,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus salivarius,Centrifuge,4.81E-06
3.83E-50,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus thermophilus,Centrifuge,2.06E-06
2.66E-61,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus mundtii,Centrifuge,6.87E-07
2.32E-62,S.saprophyticus - S.pyogenes,90.0/10.0,Brachyspira hyodysenteriae,Centrifuge,6.87E-07
6.98E-65,S.saprophyticus - S.pyogenes,90.0/10.0,Virgibacillus sp. SK37,Centrifuge,2.06E-06
7.56E-67,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus durans,Centrifuge,2.75E-06
2.13E-67,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus lehensis,Centrifuge,6.87E-07
1.41E-67,S.saprophyticus - S.pyogenes,90.0/10.0,Aerococcus sanguinicola,Centrifuge,2.75E-06
5.08E-69,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus endophyticus,Centrifuge,6.87E-06
1.56E-69,S.saprophyticus - S.pyogenes,90.0/10.0,Fusobacterium nucleatum,Centrifuge,1.37E-06
1.50E-70,S.saprophyticus - S.pyogenes,90.0/10.0,Planococcus kocurii,Centrifuge,3.44E-06
1.07E-70,S.saprophyticus - S.pyogenes,90.0/10.0,Rummeliibacillus stabekisii,Centrifuge,2.06E-06
1.19E-71,S.saprophyticus - S.pyogenes,90.0/10.0,Jeotgalibacillus malaysiensis,Centrifuge,1.37E-06
2.55E-72,S.saprophyticus - S.pyogenes,90.0/10.0,Lysinibacillus varians,Centrifuge,1.37E-06
9.96E-73,S.saprophyticus - S.pyogenes,90.0/10.0,Lysinibacillus fusiformis,Centrifuge,2.54E-05
6.71E-73,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus sp. 1NLA3E,Centrifuge,1.37E-06
3.56E-73,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus toyonensis,Centrifuge,6.87E-07
2.96E-73,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus thuringiensis,Centrifuge,2.34E-05
1.37E-73,S.saprophyticus - S.pyogenes,90.0/10.0,Pelosinus fermentans,Centrifuge,1.37E-06
9.27E-77,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus cereus,Centrifuge,6.19E-06
2.43E-79,S.saprophyticus - S.pyogenes,90.0/10.0,Lysinibacillus sphaericus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Dictyoglomus thermophilum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Runella slithyformis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Leptospira biflexa,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Helicobacter pylori,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Helicobacter cinaedi,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudomonas aeruginosa,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Xanthomonas citri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Gluconobacter oxydans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Legionella longbeachae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Tatlockia micdadei,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Neisseria meningitidis,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pectobacterium carotovorum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Klebsiella pneumoniae,Centrifuge,5.50E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Aliivibrio fischeri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Haemophilus influenzae,Centrifuge,4.12E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Gallibacterium anatis,Centrifuge,2.54E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Anaplasma centrale,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Ehrlichia ruminantium,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Rickettsia akari,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacteroides thetaiotaomicron,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Fibrobacter succinogenes,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfovibrio salexigens,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfovibrio vulgaris,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acidithiobacillus ferrooxidans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bdellovibrio bacteriovorus,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Herbaspirillum seropedicae,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Flavobacterium johnsoniae,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Solitalea canadensis,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Flavobacterium columnare,Centrifuge,6.19E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Saprospira grandis,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Blastochloris viridis,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Trichormus azollae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Trichodesmium erythraeum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Prochlorococcus marinus,Centrifuge,1.10E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Piscirickettsia salmonis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Leuconostoc carnosum,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus mutans,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus parasanguinis,Centrifuge,1.58E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus faecalis,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus faecium,Centrifuge,3.44E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus gallinarum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactococcus lactis,Centrifuge,2.75E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Atopobium parvulum,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus anthracis,Centrifuge,2.27E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus coagulans,Centrifuge,0.000106551
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus megaterium,Centrifuge,4.12E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus mycoides,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Paenibacillus polymyxa,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus pumilus,Centrifuge,6.19E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Parageobacillus thermoglucosidans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Amphibacillus xylanus,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus atrophaeus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Paenibacillus larvae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Brevibacillus laterosporus,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus simplex,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium acetobutylicum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium botulinum,Centrifuge,4.12E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium cellulovorans,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium pasteurianum,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium perfringens,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,[Clostridium] stercorarium,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acetoanaerobium sticklandii,Centrifuge,4.81E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium tetani,Centrifuge,2.27E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Ruminiclostridium thermocellum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium beijerinckii,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium kluyveri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium novyi,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfosporosinus orientis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus acidophilus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus delbrueckii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus plantarum,Centrifuge,6.19E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus reuteri,Centrifuge,3.44E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus acetotolerans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus salivarius,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus sanfranciscensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Listeria seeligeri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Listeria innocua,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Listeria welshimeri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Corynebacterium pseudotuberculosis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Peptoclostridium acidaminophilum,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Tropheryma whipplei,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma arginini,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma hominis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma hyorhinis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma mycoides,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma synoviae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma californicum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma mobile,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acholeplasma laidlawii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mesoplasma florum,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanosarcina barkeri,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfobacterium autotrophicum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermoanaerobacter kivui,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermosipho africanus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Carnobacterium maltaromaticum,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bifidobacterium animalis,Centrifuge,7.56E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacteroides ovatus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Arcobacter nitrofigilis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma penetrans,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,[Clostridium] propionicum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Salmonella enterica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma bovis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermoanaerobacterium xylanolyticum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Cellulosilyticum lentocellum,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pectobacterium atrosepticum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Vibrio tubiashii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Turneriella parva,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Taylorella equigenitalis,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfurella acetivorans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bartonella grahamii,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bartonella vinsonii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Geobacillus thermodenitrificans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acetobacterium woodii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Melissococcus plutonius,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Candidatus Liberibacter africanus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Riemerella anatipestifer,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptobacillus moniliformis,Centrifuge,4.81E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Cryptophlebia leucotreta granulovirus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Geobacter sulfurreducens,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acholeplasma oculi,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium saccharoperbutylacetonicum,Centrifuge,4.12E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Candidatus Phytoplasma mali,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Enterococcus casseliflavus,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanococcus maripaludis,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acinetobacter johnsonii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Aliivibrio salmonicida,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Leptotrichia buccalis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Halobacteroides halobius,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudoalteromonas luteoviolacea,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Metallosphaera sedula,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfovibrio fairfieldensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus cristatus,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermoanaerobacter wiegelii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Spiroplasma kunkelii,Centrifuge,3.37E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudomonas azotoformans,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acinetobacter pittii,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mycoplasma crocodyli,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Wigglesworthia glossinidia,Centrifuge,4.12E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pediococcus damnosus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Aerococcus urinaeequi,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Meiothermus silvanus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus gallinarum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Brachyspira pilosicoli,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanolacinia petrolearia,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Flavobacterium branchiophilum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Colwellia sp. MT41,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Desulfotomaculum kuznetsovii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Dehalococcoides mccartyi,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acholeplasma brassicae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Acinetobacter sp. ADP1,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Cyanothece sp. PCC 7424,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Sulfurospirillum multivorans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Selenomonas sputigena,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Shewanella pealeana,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudomonas balearica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Mannheimia haemolytica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Prevotella enoeca,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Myroides odoratimimus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Solibacillus silvestris,Centrifuge,1.72E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus clausii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus pseudofirmus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Herbaspirillum rubrisubalbicans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Aminobacterium colombiense,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudanabaena sp. PCC 7367,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Myxococcus stipitatus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Parachlamydia acanthamoebae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Eggerthella lenta,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermacetogenium phaeum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Syntrophothermus lipocalidus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus weihenstephanensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Treponema primitia,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Halobacteriovorax marinus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus mucosae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus sp. OxB-1,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanomethylovorans hollandica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus infantarius,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Sulfolobus tokodaii,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methylobacterium nodulans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Oscillatoria acuminata,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Filifactor alocis,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Carnobacterium inhibens,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Streptococcus lutetiensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Burkholderia ambifaria,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanothermococcus okinawensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Wolbachia endosymbiont of Drosophila melanogaster,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudoalteromonas translucida,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Tistrella mobilis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Temperate phage phiNIH1.1,Centrifuge,2.34E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Oceanobacillus iheyensis,Centrifuge,4.81E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermodesulfobium narugense,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Butyrivibrio hungatei,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Paludibacter propionicigenes,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pediococcus claussenii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pedobacter cryoconitis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Vibrio coralliilyticus,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Planococcus maritimus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Deferribacter desulfuricans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pseudomonas trivialis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Alkaliphilus metalliredigens,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Erwinia sp. Ejp617,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium carboxidivorans,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacteroides cellulosilyticus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Phaeocystis globosa virus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Paraburkholderia phenoliruptrix,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Fictibacillus arsenicus,Centrifuge,3.44E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Kangiella koreensis,Centrifuge,1.37E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Bacillus muralis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Rhodopirellula baltica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Nitratifractor salsuginis,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methylomicrobium alcaliphilum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Shewanella halifaxensis,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,[Clostridium] clariflavum,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Photorhabdus asymbiotica,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermosediminibacter oceani,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Methanobrevibacter olleyae,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Candidatus Liberibacter americanus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Polaribacter sp. MED152,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Psychromonas sp. CNPT3,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Candidatus Solibacter usitatus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Chlorobium chlorochromatii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Oscillibacter valericigenes,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Xenorhabdus hominickii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Psychromonas ingrahamii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Exiguobacterium sp. AT1b,Centrifuge,2.75E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Rivularia sp. PCC 7116,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Lactobacillus backii,Centrifuge,2.06E-06
0,S.saprophyticus - S.pyogenes,90.0/10.0,Natranaerobius thermophilus,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Thermobacillus composti,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Hydrogenobaculum sp. Y04AAS1,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pontibacter akesuensis,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Protochlamydia naegleriophila,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Clostridium taeniosporum,Centrifuge,2.41E-05
0,S.saprophyticus - S.pyogenes,90.0/10.0,Cyanothece sp. PCC 7425,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Alicyclobacillus acidocaldarius,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Gramella forsetii,Centrifuge,6.87E-07
0,S.saprophyticus - S.pyogenes,90.0/10.0,Pedobacter steynii,Centrifuge,6.87E-07
