abundance,pct,reads,sample,Donor,week,tax_name
0,2.16E-07,1,MH_wk3.fa,Donor 2,week 3,Stenotrophomonas sp. LM091
0,2.16E-07,1,MH_wk3.fa,Donor 2,week 3,Hyphomonas sp. Mor2
0,2.16E-07,1,MH_wk3.fa,Donor 2,week 3,Microbacterium sp. BH3-3-3
0,2.16E-07,1,MH_wk3.fa,Donor 2,week 3,Gilman virus
0.00526676,0.889123191,1481225,MH_wk4.fa,Donor 2,week 4,Homo sapiens
0.986127,0.091469736,152383,MH_wk4.fa,Donor 2,week 4,synthetic construct
3.43E-05,0.012263954,20431,MH_wk4.fa,Donor 2,week 4,Taylorella equigenitalis
0.00367068,0.000575651,959,MH_wk4.fa,Donor 2,week 4,Propionibacterium acnes
8.43E-06,0.000318739,531,MH_wk4.fa,Donor 2,week 4,Corynebacterium pseudotuberculosis
0.000249489,0.000198086,330,MH_wk4.fa,Donor 2,week 4,Ralstonia pickettii
5.05E-05,0.000177678,296,MH_wk4.fa,Donor 2,week 4,Ralstonia insidiosa
1.82E-05,0.000127856,213,MH_wk4.fa,Donor 2,week 4,Pseudomonas fluorescens
0,0.000118852,198,MH_wk4.fa,Donor 2,week 4,Rhodanobacter denitrificans
0.000336628,0.000117651,196,MH_wk4.fa,Donor 2,week 4,Escherichia coli
0,8.82E-05,147,MH_wk4.fa,Donor 2,week 4,Variovorax paradoxus
1.59E-12,7.68E-05,128,MH_wk4.fa,Donor 2,week 4,Rubrivivax gelatinosus
0,7.62E-05,127,MH_wk4.fa,Donor 2,week 4,Leptothrix cholodnii
1.58E-05,7.38E-05,123,MH_wk4.fa,Donor 2,week 4,Methylibium petroleiphilum
0,7.14E-05,119,MH_wk4.fa,Donor 2,week 4,[Polyangium] brachysporum
0,6.66E-05,111,MH_wk4.fa,Donor 2,week 4,Dyella thiooxydans
7.34E-05,6.00E-05,100,MH_wk4.fa,Donor 2,week 4,Ralstonia mannitolilytica
0,5.88E-05,98,MH_wk4.fa,Donor 2,week 4,Ralstonia solanacearum
0,5.28E-05,88,MH_wk4.fa,Donor 2,week 4,Mitsuaria sp. 7
1.09E-05,4.80E-05,80,MH_wk4.fa,Donor 2,week 4,Acidovorax sp. KKS102
0.000133331,4.74E-05,79,MH_wk4.fa,Donor 2,week 4,Micrococcus luteus
0,4.44E-05,74,MH_wk4.fa,Donor 2,week 4,Ramlibacter tataouinensis
0,4.26E-05,71,MH_wk4.fa,Donor 2,week 4,Cytophaga hutchinsonii
0,4.20E-05,70,MH_wk4.fa,Donor 2,week 4,Rhodopseudomonas palustris
1.80E-05,4.02E-05,67,MH_wk4.fa,Donor 2,week 4,Pseudomonas aeruginosa
0,4.02E-05,67,MH_wk4.fa,Donor 2,week 4,Roseateles depolymerans
3.68E-05,3.78E-05,63,MH_wk4.fa,Donor 2,week 4,Burkholderia contaminans
0,3.72E-05,62,MH_wk4.fa,Donor 2,week 4,Dyella japonica
0,3.54E-05,59,MH_wk4.fa,Donor 2,week 4,Paucibacter sp. KCTC 42545
1.82E-05,3.42E-05,57,MH_wk4.fa,Donor 2,week 4,Methylotenera versatilis
1.57E-05,3.24E-05,54,MH_wk4.fa,Donor 2,week 4,Xanthomonas campestris
0,3.24E-05,54,MH_wk4.fa,Donor 2,week 4,Acinetobacter johnsonii
7.14E-13,3.24E-05,54,MH_wk4.fa,Donor 2,week 4,Alicycliphilus denitrificans
3.37E-05,3.12E-05,52,MH_wk4.fa,Donor 2,week 4,Staphylococcus epidermidis
0,3.06E-05,51,MH_wk4.fa,Donor 2,week 4,Hydrogenophaga sp. RAC07
0,2.88E-05,48,MH_wk4.fa,Donor 2,week 4,Dyella jiangningensis
7.69E-06,2.82E-05,47,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium sp. S23321
8.25E-06,2.64E-05,44,MH_wk4.fa,Donor 2,week 4,Rhodococcus erythropolis
0,2.58E-05,43,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium sp. CCGE-LA001
2.32E-05,2.52E-05,42,MH_wk4.fa,Donor 2,week 4,Burkholderia cepacia
0,2.52E-05,42,MH_wk4.fa,Donor 2,week 4,Erythrobacter litoralis
1.09E-05,2.46E-05,41,MH_wk4.fa,Donor 2,week 4,Pseudomonas mendocina
3.01E-14,2.46E-05,41,MH_wk4.fa,Donor 2,week 4,Pseudomonas stutzeri
7.36E-06,2.40E-05,40,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium sp.
0,2.40E-05,40,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium diazoefficiens
0,2.40E-05,40,MH_wk4.fa,Donor 2,week 4,Rhodococcus sp. B7740
0,2.40E-05,40,MH_wk4.fa,Donor 2,week 4,Variovorax sp. PAMC 28711
0,2.34E-05,39,MH_wk4.fa,Donor 2,week 4,Polaromonas naphthalenivorans
0,2.34E-05,39,MH_wk4.fa,Donor 2,week 4,Altererythrobacter marensis
2.37E-15,2.16E-05,36,MH_wk4.fa,Donor 2,week 4,Comamonas testosteroni
8.53E-06,2.16E-05,36,MH_wk4.fa,Donor 2,week 4,Stenotrophomonas maltophilia
0,2.16E-05,36,MH_wk4.fa,Donor 2,week 4,Pseudomonas chlororaphis
0,2.10E-05,35,MH_wk4.fa,Donor 2,week 4,Burkholderia ubonensis
0,2.04E-05,34,MH_wk4.fa,Donor 2,week 4,Hydrogenophaga sp. PBC
0,2.04E-05,34,MH_wk4.fa,Donor 2,week 4,Sphingopyxis fribergensis
0,1.98E-05,33,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium japonicum
0,1.98E-05,33,MH_wk4.fa,Donor 2,week 4,Moraxella osloensis
0,1.98E-05,33,MH_wk4.fa,Donor 2,week 4,Sphingomonas melonis
0,1.98E-05,33,MH_wk4.fa,Donor 2,week 4,Sphingomonas wittichii
0,1.98E-05,33,MH_wk4.fa,Donor 2,week 4,Methylobacterium populi
3.10E-05,1.86E-05,31,MH_wk4.fa,Donor 2,week 4,Pseudomonas putida
0,1.86E-05,31,MH_wk4.fa,Donor 2,week 4,Pseudomonas resinovorans
1.31E-05,1.86E-05,31,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium sp. BTAi1
0,1.86E-05,31,MH_wk4.fa,Donor 2,week 4,Sphingomonas panacis
0,1.80E-05,30,MH_wk4.fa,Donor 2,week 4,Verminephrobacter eiseniae
1.95E-05,1.80E-05,30,MH_wk4.fa,Donor 2,week 4,Limnohabitans sp. 103DPR2
0,1.74E-05,29,MH_wk4.fa,Donor 2,week 4,Achromobacter xylosoxidans
0,1.74E-05,29,MH_wk4.fa,Donor 2,week 4,Delftia sp. Cs1-4
0,1.74E-05,29,MH_wk4.fa,Donor 2,week 4,Massilia sp. WG5
1.14E-12,1.74E-05,29,MH_wk4.fa,Donor 2,week 4,Acidovorax sp. RAC01
0,1.68E-05,28,MH_wk4.fa,Donor 2,week 4,Methylobacterium extorquens
0,1.68E-05,28,MH_wk4.fa,Donor 2,week 4,Acidovorax citrulli
0,1.68E-05,28,MH_wk4.fa,Donor 2,week 4,Cupriavidus gilardii
0,1.68E-05,28,MH_wk4.fa,Donor 2,week 4,beta proteobacterium CB
0,1.68E-05,28,MH_wk4.fa,Donor 2,week 4,Citromicrobium sp. JL477
0,1.62E-05,27,MH_wk4.fa,Donor 2,week 4,Pseudomonas alcaligenes
0,1.62E-05,27,MH_wk4.fa,Donor 2,week 4,Sphingomonas taxi
0,1.56E-05,26,MH_wk4.fa,Donor 2,week 4,Herbaspirillum seropedicae
3.47E-13,1.56E-05,26,MH_wk4.fa,Donor 2,week 4,Burkholderia cenocepacia
0,1.56E-05,26,MH_wk4.fa,Donor 2,week 4,Acidovorax ebreus
9.44E-05,1.50E-05,25,MH_wk4.fa,Donor 2,week 4,Thermus scotoductus
0,1.50E-05,25,MH_wk4.fa,Donor 2,week 4,Burkholderia multivorans
0,1.50E-05,25,MH_wk4.fa,Donor 2,week 4,Corynebacterium kroppenstedtii
0,1.50E-05,25,MH_wk4.fa,Donor 2,week 4,Ottowia sp. oral taxon 894
3.01E-22,1.44E-05,24,MH_wk4.fa,Donor 2,week 4,Delftia acidovorans
0,1.44E-05,24,MH_wk4.fa,Donor 2,week 4,Acidovorax avenae
0,1.44E-05,24,MH_wk4.fa,Donor 2,week 4,Burkholderia oklahomensis
0,1.38E-05,23,MH_wk4.fa,Donor 2,week 4,Staphylococcus warneri
0,1.38E-05,23,MH_wk4.fa,Donor 2,week 4,Thauera sp. MZ1T
0,1.38E-05,23,MH_wk4.fa,Donor 2,week 4,Caulobacter vibrioides
0,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Burkholderia gladioli
0,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Methylobacterium aquaticum
0,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Sphingomonas sanxanigenens
0,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Polynucleobacter asymbioticus
0,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Sphingomonas hengshuiensis
1.49E-05,1.32E-05,22,MH_wk4.fa,Donor 2,week 4,Rhodococcus sp. 008
0,1.26E-05,21,MH_wk4.fa,Donor 2,week 4,Blastochloris viridis
0,1.26E-05,21,MH_wk4.fa,Donor 2,week 4,Leifsonia xyli
0,1.26E-05,21,MH_wk4.fa,Donor 2,week 4,Pseudomonas citronellolis
0,1.26E-05,21,MH_wk4.fa,Donor 2,week 4,Lysobacter capsici
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Mycobacterium chubuense
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Janthinobacterium agaricidamnosum
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Bacillus pseudofirmus
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Lysobacter antibioticus
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Rhodoferax ferrireducens
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Dokdonella koreensis
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Burkholderia lata
0,1.20E-05,20,MH_wk4.fa,Donor 2,week 4,Altererythrobacter dongtanensis
1.55E-05,1.14E-05,19,MH_wk4.fa,Donor 2,week 4,Thauera humireducens
0,1.14E-05,19,MH_wk4.fa,Donor 2,week 4,Comamonadaceae bacterium A1
0,1.14E-05,19,MH_wk4.fa,Donor 2,week 4,Janthinobacterium sp. 1_2014MBL_MicDiv
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Paracoccus denitrificans
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Xanthomonas translucens
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Acinetobacter baumannii
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Pseudomonas denitrificans
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Cupriavidus necator
1.42E-14,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Sphingomonas sp. MM-1
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium icense
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Microbacterium sp. No. 7
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Hydrogenophaga sp. LPB0072
0,1.08E-05,18,MH_wk4.fa,Donor 2,week 4,Polynucleobacter duraquae
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Shewanella oneidensis
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Caulobacter segnis
6.97E-14,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Novosphingobium resinovorum
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Nocardioides sp. JS614
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Herbaspirillum hiltneri
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Methylobacterium sp. 4-46
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Sulfuritalea hydrogenivorans
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Cupriavidus sp. USMAA2-4
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Sphingomonas sp. NIC1
0,1.02E-05,17,MH_wk4.fa,Donor 2,week 4,Methylophilus sp. TWE2
2.67E-13,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Agrobacterium tumefaciens
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Klebsiella oxytoca
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Thiomonas intermedia
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium oligotrophicum
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Leclercia adecarboxylata
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Pseudomonas koreensis
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Novosphingobium pentaromativorans
1.47E-05,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Acidovorax sp. JS42
0,9.60E-06,16,MH_wk4.fa,Donor 2,week 4,Limnohabitans sp. 63ED37-2
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Rhizobium leguminosarum
4.27E-05,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Staphylococcus saprophyticus
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Pseudomonas knackmussii
7.79E-05,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Kocuria palustris
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Paraburkholderia caribensis
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Delftia tsuruhatensis
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Polaromonas sp. JS666
0,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Microbacterium sp. CGR1
0.00159256,9.00E-06,15,MH_wk4.fa,Donor 2,week 4,Shigella sp. PAMC 28760
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Chromobacterium violaceum
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Desulfovibrio vulgaris
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Prevotella melaninogenica
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Sphingopyxis macrogoltabida
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Pseudomonas monteilii
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Caulobacter sp. K31
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Gallionella capsiferriformans
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Aromatoleum aromaticum
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Pseudogulbenkiania sp. NH8B
0,8.40E-06,14,MH_wk4.fa,Donor 2,week 4,Methyloversatilis sp. RAC08
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Rhodobacter sphaeroides
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Pseudopropionibacterium propionicum
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Mycobacterium gilvum
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Haliangium ochraceum
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Frateuria aurantia
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Bordetella petrii
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Streptococcus infantarius
6.19E-18,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Cupriavidus metallidurans
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Sphingopyxis granuli
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Catenulispora acidiphila
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Altererythrobacter epoxidivorans
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Kocuria flava
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Polymorphum gilvum
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Sphingobium sp. TKS
3.74E-05,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Flavisolibacter sp. LCS9
0,7.80E-06,13,MH_wk4.fa,Donor 2,week 4,Burkholderia stagnalis
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Mesorhizobium loti
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Enterococcus faecium
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Mycobacterium vaccae
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Veillonella parvula
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Enterobacter asburiae
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Methylobacterium nodulans
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Azospira oryzae
6.00E-05,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Herminiimonas arsenicoxydans
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Dinoroseobacter shibae
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Collimonas arenae
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Pseudoxanthomonas suwonensis
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Pseudoxanthomonas spadix
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Polynucleobacter necessarius
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Burkholderia sp. CCGE1001
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Defluviimonas alba
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Croceicoccus naphthovorans
3.25E-05,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Pseudomonas sp. TKP
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Comamonadaceae bacterium B1
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Chelatococcus sp. CO-6
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Sphingobium sp. RAC03
0,7.20E-06,12,MH_wk4.fa,Donor 2,week 4,Arachidicoccus sp. BS20
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Cellulomonas gilvus
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Burkholderia glumae
1.73E-14,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Bacillus thuringiensis
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Achromobacter denitrificans
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Pseudomonas azotoformans
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Burkholderia thailandensis
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Pseudomonas antarctica
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Cupriavidus pinatubonensis
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Bordetella bronchialis
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Burkholderia metallica
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Azoarcus sp. KH32C
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Deinococcus swuensis
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Devosia sp. A16
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Burkholderia sp. OLGA172
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Blastomonas sp. RAC04
0,6.60E-06,11,MH_wk4.fa,Donor 2,week 4,Agrobacterium sp. RAC06
7.69E-06,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Azospirillum lipoferum
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Pseudomonas pseudoalcaligenes
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Azotobacter chroococcum
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Neisseria meningitidis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Serratia marcescens
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Staphylococcus aureus
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Mycobacterium avium
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Amycolatopsis orientalis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Methylobacterium radiotolerans
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Bordetella holmesii
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Rhodococcus opacus
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Acinetobacter pittii
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Myxococcus stipitatus
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Pandoraea norimbergensis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Bordetella hinzii
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Acinetobacter nosocomialis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Pseudomonas trivialis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Dechloromonas aromatica
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Paenibacillus sp. JDR-2
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Agromyces sp. AR33
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Celeribacter indicus
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Bordetella pseudohinzii
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Candidatus Methylopumilus turicensis
0,6.00E-06,10,MH_wk4.fa,Donor 2,week 4,Rhodobacter sp. LPB0142
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Leptospira biflexa
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Azotobacter vinelandii
1.57E-37,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Klebsiella pneumoniae
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Nitrosomonas eutropha
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Enterococcus gallinarum
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Bacillus coagulans
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Corynebacterium variabile
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Streptomyces reticuli
4.44E-05,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Staphylococcus capitis
1.51E-05,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Pseudomonas balearica
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Mannheimia haemolytica
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Laribacter hongkongensis
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Corallococcus coralloides
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Sulfurovum lithotrophicum
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Lysobacter gummosus
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Sphingobium japonicum
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Paraburkholderia rhizoxinica
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Sphingobium sp. SYK-6
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Novosphingobium sp. PP1Y
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Klebsiella michiganensis
1.84E-05,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Mycobacterium sp. YC-RL4
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Burkholderia sp. Bp7605
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Gammaproteobacteria bacterium TR3.2
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Brevundimonas sp. GW460-12-10-14-LB2
0,5.40E-06,9,MH_wk4.fa,Donor 2,week 4,Microbacterium sp. BH3-3-3
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Myxococcus fulvus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Rubinisphaera brasiliensis
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Pseudomonas syringae
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Citrobacter koseri
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Aeromonas hydrophila
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Haemophilus parainfluenzae
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Pedobacter heparinus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Kytococcus sedentarius
1.72E-05,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bacillus cereus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bacillus cellulosilyticus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Clostridium botulinum
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Tsukamurella paurometabola
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Burkholderia pseudomallei
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Microlunatus phosphovorus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Actinosynnema mirum
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Rothia mucilaginosa
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Xanthomonas sacchari
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Cupriavidus basilensis
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Kocuria rhizophila
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Brevundimonas subvibrioides
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Castellaniella defragrans
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Herbaspirillum rubrisubalbicans
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Pandoraea pulmonicola
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bradyrhizobium sp. ORS 278
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bordetella trematum
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Azoarcus sp. CIB
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Dickeya zeae
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Rummeliibacillus stabekisii
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bacillus infantis
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Candidatus Accumulibacter phosphatis
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Gordonia sp. KTR9
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Microterricola viridarii
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bordetella flabilis
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Paenibacillus sp. Y412MC10
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Sandaracinus amylolyticus
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Rhodococcus sp. WB1
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Pseudomonas sp. URMO17WK12:I11
3.79E-05,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Sphingobium baderi
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Burkholderiales bacterium GJ-E10
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Brevundimonas sp. DS20
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Bacillus sp. X1(2014)
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Pseudomonas sp. MRSN12121
0,4.80E-06,8,MH_wk4.fa,Donor 2,week 4,Wenyingzhuangia fucanilytica
0,4.20E-06,7,MH_wk4.fa,Donor 2,week 4,Rhizobium tropici
0,4.20E-06,7,MH_wk4.fa,Donor 2,week 4,Citrobacter freundii
0,4.20E-06,7,MH_wk4.fa,Donor 2,week 4,Flavobacterium columnare
0,4.20E-06,7,MH_wk4.fa,Donor 2,week 4,Finegoldia magna
