abundance,pct,reads,sample,sample,tax_name,tool
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Desulfocapsa sulfexigens,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Sulfurospirillum multivorans,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Actinobacillus succinogenes,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Macrococcus caseolyticus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Staphylococcus condimenti,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Photobacterium profundum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Maricaulis maris,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Paraburkholderia caribensis,centrifuge
0,1.37E-06,6,E. coli - S. saprophyticus,99.0/1.0,Mannheimia haemolytica,centrifuge
0,1.37E-06,6,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas monteilii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Solibacillus silvestris,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Caldivirga maquilingensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Thioflavicoccus mobilis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Haliangium ochraceum,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Aliivibrio wodanis,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Moritella viscosa,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Acidovorax avenae,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Myxococcus stipitatus,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,[Clostridium] saccharolyticum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Magnetospirillum magneticum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Hippea maritima,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Lysobacter antibioticus,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Synechococcus sp. WH 8102,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Beutenbergia cavernae,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Desulfotalea psychrophila,centrifuge
0,2.29E-06,10,E. coli - S. saprophyticus,99.0/1.0,Mannheimia varigena,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Achromobacter xylosoxidans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Paracaedibacter acanthamoebae,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Candidatus Portiera aleyrodidarum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pandoraea sputorum,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Shewanella sp. ANA-3,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Ramlibacter tataouinensis,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Burkholderia cenocepacia,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Enterobacteria phage VT2-Sakai,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Halobacteriovorax marinus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Ralstonia mannitolilytica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cupriavidus necator,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Acinetobacter nosocomialis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Carsonella ruddii,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Pannonibacter phragmitetus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rhodococcus jostii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Nitrosococcus halophilus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Olsenella uli,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,secondary endosymbiont of Heteropsylla cubana,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Idiomarina loihiensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Leuconostoc kimchii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Helicobacter cetorum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,[Eubacterium] sulci,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Corynebacterium simulans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Salinibacter ruber,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Marinitoga piezophila,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Anguillid herpesvirus 1,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Vibrio antiquarius,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Burkholderia ambifaria,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Acaryochloris marina,centrifuge
0,1.37E-06,6,E. coli - S. saprophyticus,99.0/1.0,[Mannheimia] succiniciproducens,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Chromohalobacter salexigens,centrifuge
0,5.04E-06,22,E. coli - S. saprophyticus,99.0/1.0,Hahella chejuensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Novosphingobium resinovorum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Roseibacterium elongatum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Paenibacillus borealis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Planococcus antarcticus,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Pseudoalteromonas phenolica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Paenibacillus naphthalenovorans,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Candidatus Ishikawaella capsulata,centrifuge
0,2.75E-06,12,E. coli - S. saprophyticus,99.0/1.0,Laribacter hongkongensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Tistrella mobilis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Thermodesulfatator indicus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Oceanobacillus iheyensis,centrifuge
0,1.83E-06,8,E. coli - S. saprophyticus,99.0/1.0,Thermodesulfobium narugense,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Xylanimonas cellulosilytica,centrifuge
0,2.75E-06,12,E. coli - S. saprophyticus,99.0/1.0,Candidatus Baumannia cicadellinicola,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Thioalkalivibrio nitratireducens,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Thalassolituus oleivorans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Fluviicola taffensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Corynebacterium atypicum,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Shewanella denitrificans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rhodoferax ferrireducens,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Pelagibacter ubique,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas koreensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Blochmannia floridanus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Herminiimonas arsenicoxydans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sulfurovum lithotrophicum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Halomonas campaniensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Clostridium carboxidivorans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Methylobacterium populi,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Thermovibrio ammonificans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Acidovorax sp. JS42,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Pseudoalteromonas sp. SM9913,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Blochmannia vafer,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Robiginitalea biformata,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Mahella australiensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Paraburkholderia phenoliruptrix,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Nitrosomonas sp. Is79A3,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Mycobacterium liflandii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rhodopirellula baltica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Methylovorus glucosotrophus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Nitratifractor salsuginis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Collimonas arenae,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudoalteromonas sp. Bsw20308,centrifuge
0,7.10E-06,31,E. coli - S. saprophyticus,99.0/1.0,Photorhabdus asymbiotica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Anoxybacillus amylolyticus,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Frankia inefficax,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Flavobacterium indicum,centrifuge
0,3.20E-06,14,E. coli - S. saprophyticus,99.0/1.0,Alteromonas mediterranea,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Psychromonas sp. CNPT3,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudoxanthomonas suwonensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cyclobacterium amurskyense,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Coxiella endosymbiont of Amblyomma americanum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Solibacter usitatus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Truepera radiovictrix,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Bradyrhizobium sp. S23321,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Chlorobium chlorochromatii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Herbaspirillum hiltneri,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Burkholderia oklahomensis,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Alkalilimnicola ehrlichii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Oscillibacter valericigenes,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Shewanella loihica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Spiroplasma cantharicola,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Sulfurospirillum cavolei,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cupriavidus sp. USMAA1020,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rivularia sp. PCC 7116,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Janthinobacterium sp. Marseille,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Halotalea alkalilenta,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Bacteroides salanitronis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cyanobacterium aponinum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Ruegeria mobilis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Coraliomargarita akajimensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Zunongwangia profunda,centrifuge
0,1.37E-06,6,E. coli - S. saprophyticus,99.0/1.0,Shewanella piezotolerans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Anaeromyxobacter sp. Fw109-5,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Alicyclobacillus acidocaldarius,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Streptomyces xiamenensis,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Paraburkholderia rhizoxinica,centrifuge
0,3.20E-06,14,E. coli - S. saprophyticus,99.0/1.0,Cronobacter dublinensis,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Halalkalicoccus jeotgali,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,[Polyangium] brachysporum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudoxanthomonas spadix,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Desulfurivibrio alkaliphilus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pedobacter steynii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Geobacter sp. M18,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Simiduia agarivorans,centrifuge
0,2.52E-06,11,E. coli - S. saprophyticus,99.0/1.0,Desulfarculus baarsii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Singulisphaera acidiphila,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Pantoea vagans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Modestobacter marinus,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Burkholderia contaminans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Campylobacter subantarcticus,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Tepidanaerobacter acetatoxydans,centrifuge
0,1.83E-06,8,E. coli - S. saprophyticus,99.0/1.0,Oceanimonas sp. GK1,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Methylacidiphilum infernorum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pelagibacterium halotolerans,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Vibrio breoganii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Luteipulveratus mongoliensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Terribacillus aidingensis,centrifuge
0,6.18E-06,27,E. coli - S. saprophyticus,99.0/1.0,Alteromonas australica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Allofrancisella guangzhouensis,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Arsenophonus symbiont of Lipoptena fortisetosa,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Burkholderia sp. CCGE1002,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Prevotella sp. oral taxon 299,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pandoraea faecigallinarum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Halanaerobium hydrogeniformans,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Francisella noatunensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rhodanobacter denitrificans,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Agarivorans gilvus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Martelella sp. AD-3,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Alteromonas naphthalenivorans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingomonas sp. MM-1,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sulfitobacter phage phiCB2047-B,centrifuge
0,1.14E-06,5,E. coli - S. saprophyticus,99.0/1.0,Methylophaga frappieri,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Burkholderia sp. RPE64,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Weissella ceti,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Serratia sp. AS12,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Elephant endotheliotropic herpesvirus 5,centrifuge
0,1.14E-06,5,E. coli - S. saprophyticus,99.0/1.0,alpha proteobacterium HIMB5,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Kibdelosporangium phytohabitans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Mycobacterium sinense,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Methanoregula formicica,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sandaracinus amylolyticus,centrifuge
0,1.14E-06,5,E. coli - S. saprophyticus,99.0/1.0,Glaciecola sp. 4H-3-7+YE-5,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Staphylococcus argenteus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Verrucosispora maris,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Fimbriimonas ginsengisoli,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Thioalkalivibrio sulfidiphilus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Leptolyngbya sp. O-77,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Melioribacter roseus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Gordonia sp. QH-11,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Enterobacteria phage HK225,centrifuge
0,1.14E-06,5,E. coli - S. saprophyticus,99.0/1.0,Enterobacteria phage mEp460,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Acinetobacter oleivorans,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Draconibacterium orientale,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Mesotoga prima,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Snodgrassella alvi,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Gilliamella apicola,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,secondary endosymbiont of Ctenarytaina eucalypti,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Escherichia phage ECML-4,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. UW4,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Celeribacter indicus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Clostridium bornimense,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Bradyrhizobium sp. CCGE-LA001,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Nitrosopumilus sp. AR2,centrifuge
0,3.66E-06,16,E. coli - S. saprophyticus,99.0/1.0,Candidatus Pantoea carbekii,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,endosymbiont of unidentified scaly snail isolate Monju,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Pseudohongiella spirulinae,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Candidatus Endolissoclinum faulkneri,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Frischella perrara,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cyanophage S-RIM32,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. URMO17WK12:I11,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Magnetospira sp. QH-2,centrifuge
0,3.20E-06,14,E. coli - S. saprophyticus,99.0/1.0,Photobacterium gaetbulicola,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingobium sp. TKS,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Cycloclasticus zancles,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Spiribacter salinus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. JY-Q,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Geobacter anodireducens,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Corynebacterium glyciniphilum,centrifuge
0,4.12E-06,18,E. coli - S. saprophyticus,99.0/1.0,Candidatus Tachikawaea gelatinosa,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. TKP,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Gloeobacter kilaueensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Marinobacter salarius,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Vibrio tritonius,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Streptomyces leeuwenhoekii,centrifuge
0,1.83E-06,8,E. coli - S. saprophyticus,99.0/1.0,Ectothiorhodospira sp. BSL-9,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Flavisolibacter sp. LCS9,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Candidatus Evansia muelleri,centrifuge
0,1.37E-06,6,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. Os17,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Jeotgalibacillus malaysiensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Erysipelothrix sp. LV19,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Lacimicrobium alkaliphilum,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingobacterium sp. ML3W,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Woeseia oceani,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingomonas panacis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Mycobacterium sp. QIA-37,centrifuge
0,9.16E-07,4,E. coli - S. saprophyticus,99.0/1.0,Edwardsiella sp. EA181011,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Nitrosopumilus adriaticus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Coxiella-like endosymbiont,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingomonas hengshuiensis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. MRSN12121,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Devosia sp. H5989,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Janthinobacterium sp. 1_2014MBL_MicDiv,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Salmonella phage SEN22,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Bacillus paralicheniformis,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Magnetospirillum sp. XM-1,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Massilia sp. NR 4-1,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Oblitimonas alkaliphila,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Rhizobium sp. N324,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Candidatus Thioglobus autotrophicus,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Streptomyces sp. CdTB01,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pedobacter sp. PACM 27299,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Marinobacter sp. LQ44,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Kurthia sp. 11kri321,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Thalassotalea sp. LPB0090,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Paucibacter sp. KCTC 42545,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Microbulbifer sp. CCB-MM1,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Polaribacter vadi,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. L10.10,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Yangia sp. CCB-MM3,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Blautia sp. YL58,centrifuge
0,6.87E-07,3,E. coli - S. saprophyticus,99.0/1.0,Gammaproteobacteria bacterium TR3.2,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Bacillus sp. FJAT-14266,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Sphingobium sp. RAC03,centrifuge
0,4.58E-07,2,E. coli - S. saprophyticus,99.0/1.0,Exiguobacterium sp. U13-1,centrifuge
0,2.29E-07,1,E. coli - S. saprophyticus,99.0/1.0,Pseudomonas sp. A3(2016),centrifuge
