pct,reads,Experiment,mixture,tax_id,tax_name
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,759620,Weissella ceti
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,137591,Weissella cibaria
8.66E-07,2,E. coli - S. saprophyticus,50.0/50.0,2751,Carnobacterium maltaromaticum
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1911586,Marinilactibacillus sp. 15R
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,51665,Aerococcus urinaeequi
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1491,Clostridium botulinum
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1502,Clostridium perfringens
1.30E-06,3,E. coli - S. saprophyticus,50.0/50.0,1496,Clostridioides difficile
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1912897,Blautia sp. N6H1-15
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,831,Butyrivibrio fibrisolvens
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1565,Desulfotomaculum nigrificans
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,626937,Christensenella minuta
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,29322,[Eubacterium] cellulosolvens
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,129958,Carboxydothermus hydrogenoformans
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1852374,Ezakiella massiliensis
1.30E-06,3,E. coli - S. saprophyticus,50.0/50.0,1719,Corynebacterium pseudotuberculosis
1.30E-06,3,E. coli - S. saprophyticus,50.0/50.0,1437453,Streptomyces leeuwenhoekii
8.66E-07,2,E. coli - S. saprophyticus,50.0/50.0,2151,Mesoplasma florum
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,2098,Mycoplasma hominis
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,2107,Mycoplasma pulmonis
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,84588,Synechococcus sp. WH 8102
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,111781,Leptolyngbya sp. PCC 7376
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1155739,Moorea producens
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1005039,Fimbriimonas ginsengisoli
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,388413,Algoriphagus machipongonensis
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1191459,Flammeovirga sp. MY04
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,2058135,Olleya sp. Bg11-27
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1008,Saprospira grandis
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,187101,Sneathia amnii
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,2094242,Victivallales bacterium CCUG 44730
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,547188,Phycisphaera mikurensis
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1930593,Vampirococcus sp. LiM
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,693075,Caldisericum exile
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,651457,Kosmotoga olearia
0.000116498,269,E. coli - S. saprophyticus,50.0/50.0,9606,Homo sapiens
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,66284,Shigella phage SfII
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1567486,Enterobacteria phage P88
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1985326,Klebsiella virus JD18
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1147152,Enterobacteria phage mEp460
4.33E-07,1,E. coli - S. saprophyticus,50.0/50.0,1981160,Escherichia virus 24B
0.635589756,1529787,E. coli - S. saprophyticus,90.0/10.0,562,Escherichia coli
0.000718358,1729,E. coli - S. saprophyticus,90.0/10.0,208962,Escherichia albertii
0.000206492,497,E. coli - S. saprophyticus,90.0/10.0,564,Escherichia fergusonii
2.87E-05,69,E. coli - S. saprophyticus,90.0/10.0,1499973,Escherichia marmotae
0.001171642,2820,E. coli - S. saprophyticus,90.0/10.0,622,Shigella dysenteriae
0.000683043,1644,E. coli - S. saprophyticus,90.0/10.0,621,Shigella boydii
0.000481952,1160,E. coli - S. saprophyticus,90.0/10.0,623,Shigella flexneri
8.35E-05,201,E. coli - S. saprophyticus,90.0/10.0,624,Shigella sonnei
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,1813821,Shigella sp. PAMC 28760
0.00040592,977,E. coli - S. saprophyticus,90.0/10.0,573,Klebsiella pneumoniae
0.000137938,332,E. coli - S. saprophyticus,90.0/10.0,548,Klebsiella aerogenes
6.94E-05,167,E. coli - S. saprophyticus,90.0/10.0,1463165,Klebsiella quasipneumoniae
3.74E-05,90,E. coli - S. saprophyticus,90.0/10.0,1134687,Klebsiella michiganensis
3.28E-05,79,E. coli - S. saprophyticus,90.0/10.0,571,Klebsiella oxytoca
1.91E-05,46,E. coli - S. saprophyticus,90.0/10.0,244366,Klebsiella variicola
9.97E-06,24,E. coli - S. saprophyticus,90.0/10.0,2153354,Klebsiella sp. WCHKl090001
8.31E-06,20,E. coli - S. saprophyticus,90.0/10.0,1972757,Klebsiella sp. PO552
6.65E-06,16,E. coli - S. saprophyticus,90.0/10.0,2488567,Klebsiella sp. FDAARGOS_511
4.57E-06,11,E. coli - S. saprophyticus,90.0/10.0,1905288,Klebsiella sp. LTGPAF-6F
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,2267618,Klebsiella sp. P1CD1
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1934254,Klebsiella sp. M5al
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,2015795,Klebsiella sp. LY
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,160057,Klebsiella sp. KCL-2
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2026240,Klebsiella quasivariicola
0.000941884,2267,E. coli - S. saprophyticus,90.0/10.0,28901,Salmonella enterica
2.04E-05,49,E. coli - S. saprophyticus,90.0/10.0,54736,Salmonella bongori
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,2500542,Salmonella sp. SSDFZ54
5.36E-05,129,E. coli - S. saprophyticus,90.0/10.0,546,Citrobacter freundii
1.66E-05,40,E. coli - S. saprophyticus,90.0/10.0,1639133,Citrobacter portucalensis
1.33E-05,32,E. coli - S. saprophyticus,90.0/10.0,67827,Citrobacter werkmanii
1.25E-05,30,E. coli - S. saprophyticus,90.0/10.0,133448,Citrobacter youngae
3.74E-06,9,E. coli - S. saprophyticus,90.0/10.0,2066049,Citrobacter freundii complex sp. CFNIH2
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,57706,Citrobacter braakii
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,2077147,Citrobacter freundii complex sp. CFNIH3
4.94E-05,119,E. coli - S. saprophyticus,90.0/10.0,67825,Citrobacter rodentium
2.95E-05,71,E. coli - S. saprophyticus,90.0/10.0,35703,Citrobacter amalonaticus
2.33E-05,56,E. coli - S. saprophyticus,90.0/10.0,545,Citrobacter koseri
2.33E-05,56,E. coli - S. saprophyticus,90.0/10.0,2562449,Citrobacter sp. SNU WT2
2.12E-05,51,E. coli - S. saprophyticus,90.0/10.0,67824,Citrobacter farmeri
1.08E-05,26,E. coli - S. saprophyticus,90.0/10.0,2546350,Citrobacter sp. LY-1
8.31E-06,20,E. coli - S. saprophyticus,90.0/10.0,1703250,Citrobacter sp. CRE-46
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,1563222,Citrobacter pasteurii
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,1702170,Citrobacter sp. FDAARGOS_156
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1920110,Citrobacter sp. CFNIH10
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2576406,Citrobacter sp. TBCP-5362
7.44E-05,179,E. coli - S. saprophyticus,90.0/10.0,550,Enterobacter cloacae
3.74E-05,90,E. coli - S. saprophyticus,90.0/10.0,61645,Enterobacter asburiae
1.95E-05,47,E. coli - S. saprophyticus,90.0/10.0,158836,Enterobacter hormaechei
1.66E-05,40,E. coli - S. saprophyticus,90.0/10.0,1812935,Enterobacter roggenkampii
1.12E-05,27,E. coli - S. saprophyticus,90.0/10.0,69218,Enterobacter cancerogenus
5.82E-06,14,E. coli - S. saprophyticus,90.0/10.0,299767,Enterobacter ludwigii
4.57E-06,11,E. coli - S. saprophyticus,90.0/10.0,208224,Enterobacter kobei
4.15E-06,10,E. coli - S. saprophyticus,90.0/10.0,2027919,Enterobacter cloacae complex sp.
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1915310,Enterobacter cloacae complex sp. ECNIH7
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2077136,Enterobacter cloacae complex sp. FDA-CDC-AR_0164
4.20E-05,101,E. coli - S. saprophyticus,90.0/10.0,1692238,Enterobacter sp. FY-07
2.53E-05,61,E. coli - S. saprophyticus,90.0/10.0,1914861,Enterobacter sp. SA187
1.29E-05,31,E. coli - S. saprophyticus,90.0/10.0,399742,Enterobacter sp. 638
7.48E-06,18,E. coli - S. saprophyticus,90.0/10.0,881260,Enterobacter bugandensis
6.65E-06,16,E. coli - S. saprophyticus,90.0/10.0,885040,Enterobacter soli
6.23E-06,15,E. coli - S. saprophyticus,90.0/10.0,1166130,Enterobacter sp. R4-368
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1868135,Enterobacter sp. HK169
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1827481,Enterobacter sp. ODB01
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2500132,Enterobacter sp. N18-03635
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1977566,Enterobacter sp. Crenshaw
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2093698,Enterobacter sp. DKU_NT_01
2.33E-05,56,E. coli - S. saprophyticus,90.0/10.0,208223,Kosakonia cowanii
1.16E-05,28,E. coli - S. saprophyticus,90.0/10.0,1158459,Kosakonia sacchari
5.40E-06,13,E. coli - S. saprophyticus,90.0/10.0,2492396,Kosakonia sp. CCTCC M2018092
4.57E-06,11,E. coli - S. saprophyticus,90.0/10.0,497725,Kosakonia oryzae
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,283686,Kosakonia radicincitans
4.28E-05,103,E. coli - S. saprophyticus,90.0/10.0,61646,Lelliottia amnigena
1.91E-05,46,E. coli - S. saprophyticus,90.0/10.0,1907578,Lelliottia jeotgali
1.33E-05,32,E. coli - S. saprophyticus,90.0/10.0,2153385,Lelliottia sp. WB101
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,69220,Lelliottia nimipressuralis
3.24E-05,78,E. coli - S. saprophyticus,90.0/10.0,693444,Enterobacteriaceae bacterium strain FGI 57
2.08E-05,50,E. coli - S. saprophyticus,90.0/10.0,891974,Plautia stali symbiont
7.06E-06,17,E. coli - S. saprophyticus,90.0/10.0,2066051,Enterobacteriaceae bacterium ENNIH1
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1920128,Enterobacteriaceae bacterium ENNIH3
4.15E-06,10,E. coli - S. saprophyticus,90.0/10.0,1199245,secondary endosymbiont of Ctenarytaina eucalypti
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,134287,secondary endosymbiont of Heteropsylla cubana
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1778263,Candidatus Hoaglandella endobia
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1778262,Candidatus Doolittlea endobia
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1410383,Candidatus Tachikawaea gelatinosa
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1070130,Candidatus Gullanella endobia
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,472834,Candidatus Purcelliella pentastirinorum
1.58E-05,38,E. coli - S. saprophyticus,90.0/10.0,28141,Cronobacter sakazakii
7.06E-06,17,E. coli - S. saprophyticus,90.0/10.0,413503,Cronobacter malonaticus
5.40E-06,13,E. coli - S. saprophyticus,90.0/10.0,413502,Cronobacter turicensis
4.57E-06,11,E. coli - S. saprophyticus,90.0/10.0,413501,Cronobacter muytjensii
3.74E-06,9,E. coli - S. saprophyticus,90.0/10.0,413497,Cronobacter dublinensis
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,1163710,Cronobacter condimenti
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,535744,Cronobacter universalis
3.41E-05,82,E. coli - S. saprophyticus,90.0/10.0,577,Raoultella terrigena
1.25E-05,30,E. coli - S. saprophyticus,90.0/10.0,54291,Raoultella ornithinolytica
5.82E-06,14,E. coli - S. saprophyticus,90.0/10.0,575,Raoultella planticola
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,2259647,Raoultella sp. X13
2.49E-05,60,E. coli - S. saprophyticus,90.0/10.0,61647,Pluralibacter gergoviae
2.04E-05,49,E. coli - S. saprophyticus,90.0/10.0,1334193,[Enterobacter] lignolyticus
7.06E-06,17,E. coli - S. saprophyticus,90.0/10.0,1920114,Leclercia sp. LSNIH1
4.99E-06,12,E. coli - S. saprophyticus,90.0/10.0,83655,Leclercia adecarboxylata
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,2282310,Leclercia sp. W6
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,1920116,Leclercia sp. LSNIH3
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,2282309,Leclercia sp. W17
3.45E-05,83,E. coli - S. saprophyticus,90.0/10.0,61648,Kluyvera intermedia
3.20E-05,77,E. coli - S. saprophyticus,90.0/10.0,565,Atlantibacter hermannii
1.70E-05,41,E. coli - S. saprophyticus,90.0/10.0,158822,Cedecea neteri
6.23E-06,15,E. coli - S. saprophyticus,90.0/10.0,158823,Cedecea lapagei
2.37E-05,57,E. coli - S. saprophyticus,90.0/10.0,563,Shimwellia blattae
1.33E-05,32,E. coli - S. saprophyticus,90.0/10.0,2479367,Buttiauxella sp. 3AFRM03
3.74E-06,9,E. coli - S. saprophyticus,90.0/10.0,929813,Gibbsiella quercinecans
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,2172103,Limnobaculum parvum
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,1048758,Candidatus Moranella endobia
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,2487150,Metakosakonia sp. MRY16-398
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,168169,Candidatus Ishikawaella capsulata
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,401619,Candidatus Riesia pediculicola
0.000163698,394,E. coli - S. saprophyticus,90.0/10.0,632,Yersinia pestis
7.06E-06,17,E. coli - S. saprophyticus,90.0/10.0,633,Yersinia pseudotuberculosis
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,367190,Yersinia similis
2.49E-05,60,E. coli - S. saprophyticus,90.0/10.0,630,Yersinia enterocolitica
7.06E-06,17,E. coli - S. saprophyticus,90.0/10.0,29484,Yersinia frederiksenii
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,29486,Yersinia ruckeri
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,28152,Yersinia kristensenii
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,29485,Yersinia rohdei
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,935293,Yersinia entomophaga
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,29483,Yersinia aldovae
1.12E-05,27,E. coli - S. saprophyticus,90.0/10.0,82996,Serratia plymuthica
7.89E-06,19,E. coli - S. saprophyticus,90.0/10.0,615,Serratia marcescens
5.82E-06,14,E. coli - S. saprophyticus,90.0/10.0,2033438,Serratia sp. MYb239
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,61652,Serratia rubidaea
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,1759437,Serratia sp. YD25
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,618,Serratia odorifera
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,104623,Serratia sp. ATCC 39006
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,671990,Serratia sp. FGI94
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,657334,Rahnella sp. WMR42
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,34038,Rahnella aquatilis
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1805933,Rahnella sp. ERMR1:05
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,2126321,Nissabacter sp. SGAir0207
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1639108,Chania multitudinisentens
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1878942,Candidatus Fukatsuia symbiotica
1.70E-05,41,E. coli - S. saprophyticus,90.0/10.0,553,Pantoea ananatis
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,1235990,Candidatus Pantoea carbekii
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,470934,Pantoea vagans
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,592316,Pantoea sp. At-9b
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,2575375,Pantoea sp. SO10
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,1484158,Pantoea sp. PSNIH1
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,549,Pantoea agglomerans
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,66269,Pantoea stewartii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1891675,Pantoea alhagi
4.99E-06,12,E. coli - S. saprophyticus,90.0/10.0,215689,Erwinia sp. Ejp617
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,552,Erwinia amylovora
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,338565,Erwinia tasmaniensis
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,79967,Erwinia pyrifoliae
3.32E-06,8,E. coli - S. saprophyticus,90.0/10.0,9,Buchnera aphidicola
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,82987,Tatumella ptyseos
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,53336,Tatumella citrea
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,51229,Wigglesworthia glossinidia
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,204042,Dickeya zeae
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,69223,Dickeya paradisiaca
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,2037915,Dickeya sp. Secpp 1600
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,204038,Dickeya dadantii
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,568766,Dickeya sp. NCPPB 3274
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,204039,Dickeya dianthicola
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1089444,Dickeya solani
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1778540,Dickeya fangzhongdai
4.15E-06,10,E. coli - S. saprophyticus,90.0/10.0,1905730,Pectobacterium parmentieri
3.74E-06,9,E. coli - S. saprophyticus,90.0/10.0,554,Pectobacterium carotovorum
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,29471,Pectobacterium atrosepticum
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,1109412,Brenneria goodwinii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,55213,Brenneria rubrifaciens
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,1486991,Candidatus Sodalis pierantonius
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1239307,Sodalis praecaptivus
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1929246,Sodalis endosymbiont of Henestaris halophilus
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1082704,Lonsdalea britannica
9.14E-06,22,E. coli - S. saprophyticus,90.0/10.0,584,Proteus mirabilis
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,183417,Proteus hauseri
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,40577,Xenorhabdus poinarii
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,40576,Xenorhabdus bovienii
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,351671,Xenorhabdus doucetiae
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,628,Xenorhabdus nematophila
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,588,Providencia stuartii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,587,Providencia rettgeri
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,126385,Providencia alcalifaciens
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,333962,Providencia heimbachae
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,2218628,Photorhabdus laumondii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,230089,Photorhabdus thracensis
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,638,Arsenophonus nasoniae
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,582,Morganella morganii
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,67780,Edwardsiella ictaluri
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,93378,Edwardsiella hoshinae
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,636,Edwardsiella tarda
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1263550,Edwardsiella piscicida
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,546367,Hafnia paralvei
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,569,Hafnia alvei
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,703,Plesiomonas shigelloides
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,158841,Leminorella richardii
1.66E-05,40,E. coli - S. saprophyticus,90.0/10.0,287,Pseudomonas aeruginosa
1.08E-05,26,E. coli - S. saprophyticus,90.0/10.0,587753,Pseudomonas chlororaphis
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,47884,Pseudomonas taetrolens
2.91E-06,7,E. coli - S. saprophyticus,90.0/10.0,303,Pseudomonas putida
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,76759,Pseudomonas monteilii
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,2083051,Pseudomonas sp. SWI6
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,294,Pseudomonas fluorescens
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,380021,Pseudomonas protegens
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,46679,Pseudomonas mucidolens
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,198618,Pseudomonas umsongensis
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,2559074,Pseudomonas sp. S150
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,74829,Pseudomonas balearica
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,930166,Pseudomonas brassicacearum
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1853130,Pseudomonas silesiensis
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,312306,Pseudomonas entomophila
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,470,Acinetobacter baumannii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,48296,Acinetobacter pittii
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,52133,Acinetobacter venetianus
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2136182,Acinetobacter cumulans
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,45610,Psychrobacter urativorans
7.89E-06,19,E. coli - S. saprophyticus,90.0/10.0,666,Vibrio cholerae
7.48E-06,18,E. coli - S. saprophyticus,90.0/10.0,672,Vibrio vulnificus
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,670,Vibrio parahaemolyticus
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,680,Vibrio campbellii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,669,Vibrio harveyi
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,691,Vibrio natriegens
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,190893,Vibrio coralliilyticus
2.08E-06,5,E. coli - S. saprophyticus,90.0/10.0,74109,Photobacterium profundum
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1295392,Photobacterium gaetbulicola
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,38293,Photobacterium damselae
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,40269,Aliivibrio salmonicida
7.89E-06,19,E. coli - S. saprophyticus,90.0/10.0,644,Aeromonas hydrophila
1.66E-06,4,E. coli - S. saprophyticus,90.0/10.0,654,Aeromonas veronii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,651,Aeromonas media
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,948519,Aeromonas rivipollensis
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2033032,Aeromonas sp. CA23
2.49E-06,6,E. coli - S. saprophyticus,90.0/10.0,747,Pasteurella multocida
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,85404,Mannheimia varigena
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,75985,Mannheimia haemolytica
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,727,Haemophilus influenzae
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,714,Aggregatibacter actinomycetemcomitans
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,47735,Bibersteinia trehalosi
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2030797,Glaesserella sp. 15-184
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,750,Gallibacterium anatis
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,731,Histophilus somni
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,2743,Marinobacter hydrocarbonoclasticus
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,1874317,Marinobacter salinus
1.25E-06,3,E. coli - S. saprophyticus,90.0/10.0,715451,Alteromonas naphthalenivorans
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,589873,Alteromonas australica
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,300231,Glaciecola nitratireducens
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,314281,Pseudoalteromonas tunicata
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,43662,Pseudoalteromonas piscicida
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,43658,Pseudoalteromonas rubra
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,62322,Shewanella baltica
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2018305,Shewanella bicestrii
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,314282,Psychromonas sp. CNPT3
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,2100422,Idiomarina sp. OT37-5b
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,2169539,Gammaproteobacteria bacterium DM2
4.15E-07,1,E. coli - S. saprophyticus,90.0/10.0,650377,endosymbiont of Euscepes postfasciatus
8.31E-07,2,E. coli - S. saprophyticus,90.0/10.0,1249552,Pseudohongiella spirulinae
